Provinsi,Jenis Faskes,Nama Faskes,Alamat Faskes
JAWA BARAT,"Klinik Pratama","KLINIK ANDINA","JALAN RAYA PANCAWATI NO 5 A"
JAWA BARAT,"Klinik Pratama","KLINIK NAFILA MEDIKA","JL.PRINGGODANI BUMI TELUJAMBE"
JAWA BARAT,"Klinik Pratama","KLINIK GRIYA AZ-ZAHRA","DSN.SIMAR GALIH"
JAWA BARAT,"Klinik Pratama","KLINIK AZ-ZAHRA MEDINA","DSN PEJATEN I/159"
JAWA BARAT,"Klinik Pratama","DR. IRVAN AIKAYA SALAMPESSY","JL. RAYA KARANG ANYAR NO 76"
JAWA BARAT,"Klinik Pratama","KLINIK KARAWANG PERDANA HUSADA","JL.PROKLAMASI NO 27"
JAWA BARAT,"Klinik Pratama","KLINIK DHERAJZ","DSN PEUNDEUY II"
JAWA BARAT,"Klinik Pratama","KLINIK SITI KHADIJAH","JL. SYECH QURO NO 1"
JAWA BARAT,"Klinik Pratama","KLINIK VIDYA MEDIKA","JL. KAUM SELATAN NO 69"
JAWA BARAT,"Klinik Pratama","KLINIK ASTER","JL. RAYA A.YANI NO 48"
JAWA BARAT,"Klinik Pratama","KLINIK NAVA MEDIKA","DSN CICINDE SELATAN I A"
JAWA BARAT,"Klinik Pratama","KLINIK CILAMAYA MEDIKA","JLN.RAYA KRASAK  NO.3"
JAWA BARAT,"Klinik Pratama","KLINIK CURUG RAHAYU","JL.RAYA PASAR MINGGU "
JAWA BARAT,"Klinik Pratama","KLINIK ANDINA CIKAMPEK","JL. IR H. JUANDA NO17 CIKAMPEK"
JAWA BARAT,"Klinik Pratama","KLINIK AZ-ZAHRA","DSN SUKATANI NO.12"
JAWA BARAT,"Klinik Pratama","KLINIK NUR SYIFA","JL. CITARUM BARAT NO 41"
JAWA BARAT,"Klinik Pratama","KLINIK SEHAT BAHAGIA","JL. PANATAYUDHA I NO 57 A"
JAWA BARAT,"Klinik Pratama","KLINIK TRIA NUR","DSN CIKETING DESA WANASARI N0 24"
JAWA BARAT,"Klinik Pratama","KLINIK MEDISKA PT.KAI CIKAMPEK","JALAN STASIUN CIKAMPEK NO.1"
JAWA BARAT,"Klinik Pratama","KLINIK ANGGADITA MEDIKA","JL. RAYA KLARI, NO.6, SUKARESMI"
JAWA BARAT,"Klinik Pratama","KLINIK JOHAR BARU","JL. SUROTOKUNTO NO 45 ADIARSA"
JAWA BARAT,"Klinik Pratama","KLINIK PUTRA MEDIKA","JL.IR H.DJUANDA 19 SUKASEURI"
JAWA BARAT,"Klinik Pratama","KLINIK KARYA MEDIKA","PERUMNAS TELUKJAMBE BLOK S 53-"
JAWA BARAT,"Klinik Pratama","KLINIK MITRA BUNDA","Jl. RM Soleh No 82"
JAWA BARAT,"Klinik Pratama","KLINIK RAGA SEHAT","JL. AHMAD YANI 25 B"
JAWA BARAT,"Klinik Pratama","KLINIK PRIMA MEDIKA","JL. KENANGA NO 4 GURO 2"
JAWA BARAT,"Klinik Pratama","KLINIK BIOMEDILAB","Jl. Tuparev Ruko no 1 rel"
JAWA BARAT,"Klinik Pratama","KLINIK FARIS MEDIKA","DUSUN BAKAN LIO RENGASDENGKLOK"
JAWA BARAT,"Klinik Pratama","KLINIK FATIMAH AZZAHRA","JL.MASHUDI DUSUN CARIU BARAT "
JAWA BARAT,"Klinik Pratama","KLINIK MUSTIKA","JL. KEDUNGWARU NO.368"
JAWA BARAT,"Klinik Pratama","KLINIK ANISAH","JL. DUSUN SINDANG SARI NO 01"
JAWA BARAT,"Klinik Pratama","KLINIK FIKRI MEDIKA 2","PERUM GRIYA PESONA ASRI A23/3A"
JAWA BARAT,"Klinik Pratama","KLINIK KINASIH","KP MANGGA BESAR 1"
JAWA BARAT,"Klinik Pratama","KLINIK ASH-SHOFAA","TUGU PROKLAMASI NO. 27"
JAWA BARAT,"Klinik Pratama","KLINIK EKA HUSADA","JALAN RAYA KALANGSARI NO 251"
JAWA BARAT,"Klinik Pratama","KLINIK ANTARES MEDIKA","JL. KALIOYOD NO.11"
JAWA BARAT,"Klinik Pratama","Klinik Novia","JL. RAYA KOSAMBI-KLARI"
JAWA BARAT,"Klinik Pratama","Klinik Nursepta","JL. RAYA PURWASARI-CIKAMPEK"
JAWA BARAT,"Klinik Pratama","Klinik Putra Kiara","Jl. Raya Syech Quro No. 24"
JAWA BARAT,"Klinik Pratama","KLINIK KAMOJING","Dsn. Kamojing Timur"
JAWA BARAT,"Klinik Pratama","KLINIK MUTIARA SYAFIRA","JL PAWARENGAN"
JAWA BARAT,"Klinik Pratama","KLINIK DOTA MEDIKA","DUSUN SUMURBANDUNG"
JAWA BARAT,"Klinik Pratama","KLINIK PGRI","JL. HUSNI HAMID NO 57"
JAWA BARAT,"Klinik Pratama","KLINIK GEMPOL 2","JL. BANTEN NO.8"
JAWA BARAT,"Klinik Pratama","KLINIK KHARISMA PUTRA MEDIKA","DUSUN SUKAMAJU"
JAWA BARAT,"Klinik Pratama","KLINIK KURNIA SEHAT","JL. BUNDERAN RSUD KARAWANG"
JAWA BARAT,"Klinik Pratama","KLINIK SITI KHADIJAH II","JL. KRAJAN PASIRKALIKI"
JAWA BARAT,"Klinik Pratama","Klinik Syifa Medika","JL. PROKLAMASI DSUN. SINARSARI"
JAWA BARAT,"Klinik Pratama","Klinik Kimia Farma Kosambi","JL. RAYA KOSAMBI-TELAGASARI"
JAWA BARAT,"Klinik Pratama","Klinik Kimia Farma Cikampek II","JL. A. YANI NO. 4"
JAWA BARAT,"Klinik Pratama","KLINIK DIMAS MEDIKA","DUSUN TAMELANG DESA MEKARJAYA "
JAWA BARAT,"Klinik Pratama","KLINIK YAFI MEDIKA","JLN PEDES CIBUAYA, DUSUN PEDES"
JAWA BARAT,"Klinik Pratama","KLINIK SITI KHADIJAH II","JL.KRAJAN , PASIR KALIKI , RAW"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA KOSAMBI","JALAN RAYA KOSAMBI-TELAGASARI,"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA CIKAMPEK II","JL. A. YANI NO. 4"
JAWA BARAT,"Klinik Pratama","KLINIK KURNIA SEHAT","JL. BUNDERAN RSUD (GALUH MAS)"
JAWA BARAT,"Klinik Pratama","KLINIK GEMPOL 2","JALAN BANTEN NO. 08"
JAWA BARAT,"Klinik Pratama","KLINIK ZHAFIRA ZARIFA","PERUM DE GRIYA BLOK I4 NO 18"
JAWA BARAT,"Klinik Pratama","KLINIK SHAFA MEDIKA","DUSUN 03 PASIR ELA"
JAWA BARAT,"Klinik Pratama","SHAFA MEDIKA","DUSUN 03 PASIR ELA"
JAWA BARAT,"Klinik Pratama","KLINIK SHOFIYA MEDIKA","DUSUN CIKALONG 02"
JAWA BARAT,"Klinik Pratama","KLINIK BAROKAH AL-BADAR","DSN. KRAJAN I"
JAWA BARAT,"Klinik Pratama","KLINIK SINAR KARYA MEDICAL","JALAN PAWARENGAN"
JAWA BARAT,"Klinik Pratama","KLINIK KONDANG MEDIKA","JALAN CURUG - KOSAMBI"
JAWA BARAT,"Klinik Pratama","KLINIK ASSALAM","JLN.PRAPATAN PANCAWATI KP.DAPU"
JAWA BARAT,"Klinik Pratama","KLINIK ANISAH","JL. DUSUN SINDANG SARI RT 01/0"
JAWA BARAT,"Klinik Pratama","KLINIK LAMARAN CILAMAYA","JL. SINGAPERBANGSA, DUSUN IV"
JAWA BARAT,"Klinik Pratama","KLINIK NUR EFAN MEDIKA","KP. CINANGOH TANGGUL"
JAWA BARAT,"Klinik Pratama","KLINIK AHMAD YANI MEDIKA","JL AHMAD YANI NO 51 "
JAWA BARAT,"Klinik Pratama","KLINIK AR-RAHMAN GALUH MAS","JL. BHARATA BLOK U-23"
JAWA BARAT,"Klinik Pratama","KLINIK MITRA SUHADA","JL.RAYA PANGKALAN KM.10, DESA "
JAWA BARAT,"Klinik Pratama","KLINIK HASANAH WIJAYA","JL.AMD MANUNGGAL IV"
JAWA BARAT,"Klinik Pratama","KLINIK ASTRI","JL. RAYA KLARI NO. 9"
JAWA BARAT,"Klinik Pratama","KLINIK TELUKJAMBE MEDIKA","JL RAYA TELUK JAMBE, SUKAMANAH"
JAWA BARAT,"Klinik Pratama","KLINIK BHAKTI KOPETRI I","JALAN RAYA TELUK JAMBE NO. 5"
JAWA BARAT,"Klinik Pratama","KLINIK HASTIEN","PERUM TERANGSARI BLOK E1 N0 5"
JAWA BARAT,"Klinik Pratama","KLINIK PT. TOYOTA KRW PLANT #1","JL. PERMATA RAYA LOT DD-1
KAW"
JAWA BARAT,"Klinik Pratama","KLINIK PUPUK KUJANG","JL. A YANI NO.39"
JAWA BARAT,"Klinik Pratama","KLINIK NAYAKA EKA MEDIKA","DSN.TAMBAKSUMUR II"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA BATUJAYA","JL RAYA BATUJAYA"
JAWA BARAT,"Klinik Pratama","KLINIK CARIU","JL. SYECH QURO NO. 32 TELAGASARI-WADAS"
JAWA BARAT,"Klinik Pratama","KLINIK ASSYIFA CILAMAYA","JALAN TEGAL WARU RT 011/RW 006"
JAWA BARAT,"Klinik Pratama","KLINIK ALQILA","DUSUN JERUK SIMER"
JAWA BARAT,"Klinik Pratama","KLINIK AA MEDIKA","JLN. DESA JAYAMAKMUR NO. 50"
JAWA BARAT,"Klinik Pratama","KLINIK ALYA MEDICAL CENTER","JALAN PASIRMALANG"
JAWA BARAT,"Klinik Pratama","KLINIK MARHAMAH","DUSUN RENGASJAYA 1"
JAWA BARAT,"Klinik Pratama","KLINIK AMANAH BUNDA","JL. SYEH QURO"
JAWA BARAT,"Klinik Pratama","KLINIK HARITS KALDAH MEDIKA","JALAN CIRANGGON "
JAWA BARAT,"Klinik Pratama","KLINIK GITA MEDIKA","JL. SINGAPERBANGSA DUSUN III "
JAWA BARAT,"Klinik Pratama","KLINIK PURI MEDIKA","JL. RAYA RENGASDENGKLOK, KRW"
JAWA BARAT,"Klinik Pratama","KLINIK AULIA","JLN. RAYA PURWASARI KM.6"
JAWA BARAT,"Klinik Pratama","KLINIK TEMPURAN MEDIKA","JL. RAYA TEMPURAN"
JAWA BARAT,"Klinik Pratama","KLINIK JATISARI","JL. RAYA JATISARI NO.06"
JAWA BARAT,"Klinik Pratama","KLINIK BEN-MARI","DUSUN JARONG NO.113"
JAWA BARAT,"Klinik Pratama","KLINIK SEJATI MEDIKA","JL.TUPAREV NO 453 "
JAWA BARAT,"Klinik Pratama","KLINIK SYAFIRA","Jl.Raya Pangulah No 31"
JAWA BARAT,"Klinik Pratama","KLINIK SYAFIRA 2","JL.STATSIUN NO. 30"
JAWA BARAT,"Klinik Pratama","KLINIK NAYAKA HUSADA","JL.TUPAREV NO.334 B-C CINANGOH"
JAWA BARAT,"Klinik Pratama","KLINIK PURI ASIH KOSAMBI","JL. RAYA KOSAMBI - TELAGASARI "
JAWA BARAT,"Klinik Pratama","KLINIK PURI ASIH TL.JAMBE","JL.RAYA TELUKJAMBE KRW"
JAWA BARAT,"Klinik Pratama","KLINIK SATRIA MEKAR","JL.KP.KERETEG"
JAWA BARAT,"Klinik Pratama","KLINIK BINA MEDIKA","JL.RAYA TELUKJAMBE NO.08"
JAWA BARAT,"Klinik Pratama","KLINIK CENTRAL MEDIKA BDM","JL.RAYA BADAMI "
JAWA BARAT,"Klinik Pratama","KLINIK GRIYA MEDIKA","GRIYA KONDANG ASRI BLOK T NO 01 KRW"
JAWA BARAT,"Klinik Pratama","KLINIK PURWA MEDIKA","JL.RAYA TAMELANG NO.12"
JAWA BARAT,"Klinik Pratama","KLINIK GRAHA MEDIS CILAMAYA","JL.RAYA CILAMAYA"
JAWA BARAT,"Klinik Pratama","KLINIK MITRA GEMPOL","JL.PROKLAMASI NO.15"
JAWA BARAT,"Klinik Pratama","KLINIK GRAHA MEDIS KOPEL","JL. RAYA KLARI-KOPEL KP.KRAJAN"
JAWA BARAT,"Klinik Pratama","KLINIK GRAHA MEDIS KOSAMBI","JL.RAYA KOSAMBI NO 23"
JAWA BARAT,"Klinik Pratama","KLINIK GRAHA MEDIS CIKAMPEK","JL.AHMAD YANI NO.51"
JAWA BARAT,"Klinik Pratama","KLINIK GEMPOL","JL.RANGGA GEDE NO. 29 GEMPOL"
JAWA BARAT,"Klinik Pratama","KLINIK KEKAR","JL.PROF.DR.IR.SUTAMI NO.88"
JAWA BARAT,"Klinik Pratama","KLINIK CENTRAL MEDIKA WRB","JL.SUROTOKUNTO NO. 98"
JAWA BARAT,"Klinik Pratama","KLINIK MITRA KONDANG UTAMA","PERUM KONDANG GEMILANG "
JAWA BARAT,"Klinik Pratama","KLINIK AMANDA","DUSUN KRAJAN 1"
JAWA BARAT,"Klinik Pratama","KLINIK DOKTER KELUARGA","JL.WIBISANA BLOK PA NO.6"
JAWA BARAT,"Klinik Pratama","KLINIK BHAKTI MEDIKA","JL.AHMAD YANI NO. 715"
JAWA BARAT,"Klinik Pratama","KLINIK LAMARAN","JL.SYECH QURO NO.4 KARAWANG"
JAWA BARAT,"Klinik Pratama","KLINIK MEDYSKA","JL.RAYA CURUG KLARI KRW"
JAWA BARAT,"Klinik Pratama","KLINIK YASMIN","JL.RAYA  IR.H.JUANDA NO.6"
JAWA BARAT,"Klinik Pratama","KLINIK MITRA SEHAT","JL.RAYA KOSAMBI CURUG NO.28"
JAWA BARAT,"Klinik Pratama","KLINIK ANNISA KUTAGANDOK","DUSUN KRAJAN I-B NO.125"
JAWA BARAT,"Klinik Pratama","KLINIK AR-RAHMAN MEDIKA","JL RAYA PERURI NO.7"
JAWA BARAT,"Klinik Pratama","KLINIK NUR'ANNISA","JL. MANUNGGAL VII NO.38"
JAWA BARAT,"Klinik Pratama","KLINIK SARI LESTARI","PERUM GALUHMAS, RUKO TERRAZ  BLOK IX.C NO.118"
JAWA BARAT,"Klinik Pratama","KLINIK MIKAILA","JL. CIRANGGON, RAWAMERTA KRW"
JAWA BARAT,"Klinik Pratama","KLINIK ZAHIRA","Jalan Raya Klari No.20"
JAWA BARAT,"Klinik Pratama","KLINIK NUR EFAN MEDIKA","JL.VETERAN TANGGUL GURO 2"
JAWA BARAT,"Klinik Pratama","POLIKLINIK PT. PUPUK KUJANG","JL. JEND A. YANI NO.39"
JAWA BARAT,"Klinik Pratama","KLINIK SRI SUKMA","DUSUN CIMINDER"
JAWA BARAT,"Klinik Pratama","KLINIK dr. NDANG","DUSUN SUKAGALIH KARAWANG"
JAWA BARAT,"Klinik Pratama","KES YONARMED 7/105 GS","ASR. YON ARMED 7/105 GS"
JAWA BARAT,"Klinik Pratama","POLKES 00.09.06 BEKASI","JL. JEND A. YANI N0 12"
JAWA BARAT,"Klinik Pratama","REM 051/WKT","JL. NIAGA RAYA"
JAWA BARAT,"Klinik Pratama","YONIF 202 / TM","JL. SILIWANGI NO. 202"
JAWA BARAT,"Klinik Pratama","POLI CAKUNG PAYANGAN","JL. CAKUNG JATI ASIH"
JAWA BARAT,"Klinik Pratama","POLRES KAB BEKASI","JL. KIHAJAR DEWANTARA NO.1"
JAWA BARAT,"Klinik Pratama","KLINIK JATIRANGGA","KOMPLEK POLRI JATI RANGGA"
JAWA BARAT,"Klinik Pratama","BP MUTIARA (JST)","Jl.Raya Tegal Danas"
JAWA BARAT,"Klinik Pratama","KLINIK RIBU MEDIKA","JL.RAWA JULANG NO.195"
JAWA BARAT,"Klinik Pratama","BP NAYAKA 02 (JST)","JL. RAYA INDUSTRI NO. 02 "
JAWA BARAT,"Klinik Pratama","BP NAYAKA 03 (JST)","JLN RAYA CIBARUSAH NO. 2"
JAWA BARAT,"Klinik Pratama","KLINIK PARA MEDIKA","JL. M.T HARYONO NO7"
JAWA BARAT,"Klinik Pratama","Klinik Sumber Sehat","JL. KH. FUDHOLI NO.50"
JAWA BARAT,"Klinik Pratama","Klinik Central Medika 2","KH.FUDHOLI R.GREEN CIK ASRI A3"
JAWA BARAT,"Klinik Pratama","KLINIK BERKAH","JL. JEND. URIP SUMOHARJO NO.10"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Papan Mas","JL. RAYA PAPAN MAS BLOK F37 "
JAWA BARAT,"Klinik Pratama","Klinik Kemala","TARUM BARAT 2 BLOK O2 23-24"
JAWA BARAT,"Klinik Pratama","Lianco Medical Center","Jl. Cut Mutia Blok E No. 99"
JAWA BARAT,"Klinik Pratama","Klinik MANAMI MEDIKA","PERUM MUTIARA BEKASI JY A2/16"
JAWA BARAT,"Klinik Pratama","Klinik MAHADINA","JL. RAYA SELANG JATI"
JAWA BARAT,"Klinik Pratama","Klinik WIJAYANTI","GRIYA BEKASI PERMAI BLOK H6/17"
JAWA BARAT,"Klinik Pratama","klinik pratama PT. PECGI","Jl. Raya Teuku Umar KM 44"
JAWA BARAT,"Klinik Pratama","Klinik Sabila Medika","RUKO MELAWAI A/27,LH-LIPO CKRG"
JAWA BARAT,"Klinik Pratama","Klinik Westerindo","SHOPHOUSE BLOK A14-15,28-29 JL"
JAWA BARAT,"Klinik Pratama","Klinik Babelan Medical Centre","JALAN RAYA PASAR BABELAN BLOK "
JAWA BARAT,"Klinik Pratama","Klinik Nayaka Husada 05","JL RAYA CIBARUSAH KP MALAKA"
JAWA BARAT,"Klinik Pratama","Klinik Rydhoka","BOSIH RAYA NO 234"
JAWA BARAT,"Klinik Pratama","Klinik Amelia","VILLA MUTIARA GADING II D10 /1"
JAWA BARAT,"Klinik Pratama","KLINIK MEGAFARMA","JALAN TARUM BARAT 2 RUKO ARTHA"
JAWA BARAT,"Klinik Pratama","KLINIK NOAH AROFA","PERUM MEGA REGEBCY BLOK D-71/1"
JAWA BARAT,"Klinik Pratama","Klinik Mitra Sehati","JL. RAYA RENGAS BANDUNG NO.001"
JAWA BARAT,"Klinik Pratama","Klinik Karunia Medika Center","Gatot Subroto No. 37"
JAWA BARAT,"Klinik Pratama","Klinik ZamZam Kurnia","RAYA KARANG SATRIA NO 2"
JAWA BARAT,"Klinik Pratama","Klinik Madaniyyah","PERUM KARTIKA WANASARI C2/3A"
JAWA BARAT,"Klinik Pratama","Klinik Putra Medika","PERUM VILLA MUT CIKAR KP.KUKUN"
JAWA BARAT,"Klinik Pratama","Klinik Putra Medika 2","Ry Cibrusah Kp Kandang Rd KM28"
JAWA BARAT,"Klinik Pratama","Klinik Ummi Nindira","TAMAN ASTER BLOK A1 NO 15"
JAWA BARAT,"Klinik Pratama","Klinik Mitra Sehat","RAYA KP.JARAKOSTA"
JAWA BARAT,"Klinik Pratama","Klinik Harapan Sehat Mega Rgcy","Perum Mega Regency Blok I No 3"
JAWA BARAT,"Klinik Pratama","Klinik Harapan Sehat 2","Ruko Telaga Harapan Blok F 16"
JAWA BARAT,"Klinik Pratama","Klinik Yuliarpan Medika","JL.RAYA SETU KM3 NO.149 CIBUNT"
JAWA BARAT,"Klinik Pratama","Klinik Mitrasana Cikarang Baru","Kasuari Ry Ruko Plaza Roxy C/8"
JAWA BARAT,"Klinik Pratama","Klinik dr. Iqbali Taufan","VILLA MUTIARA CIKARANG II B1/2"
JAWA BARAT,"Klinik Pratama","Klinik Keysa Villa Mutiara","VILLA MUTIARA B1 NO.33 CIFEST"
JAWA BARAT,"Klinik Pratama","Klinik PutraMedika 3","Perum Kota Serang Baru"
JAWA BARAT,"Klinik Pratama","Klinik Mekar Mulia Cikarang","JL KASUARI IV SKTOR MEKAR ALAM"
JAWA BARAT,"Klinik Pratama","Klinik Budi Luhur I","JL IMAM BONJOL II KP. RAWA CIT"
JAWA BARAT,"Klinik Pratama","Klinik Sukaraya Medika","RUKO SUKARAYA INDAH BLOK AA 1 NO. 06 - 08"
JAWA BARAT,"Klinik Pratama","Klinik Mutiara Husada","Perum Mutiara Indah RT03/07"
JAWA BARAT,"Klinik Pratama","Klinik Annisa III","Jl.Niaga Ry,Rk Golden CC5/12"
JAWA BARAT,"Klinik Pratama","Klinik Angelika Medika","JL.BOSIH RY PNDK TNH MAS E5/12"
JAWA BARAT,"Klinik Pratama","Klinik Isykarima","RUKO SENTRA NIAGA BLOKB 8/3738"
JAWA BARAT,"Klinik Pratama","Klinik Gunung Garuda","JL.PERJUANGAN NO 8 KP TANGSI"
JAWA BARAT,"Klinik Pratama","Klinik Mulya Medika 2","PERUM GRAMAPURI D 1/5"
JAWA BARAT,"Klinik Pratama","Klinik Mitra Sehat Babelan","JL MAWAR RAYA M6/17-18-32 "
JAWA BARAT,"Klinik Pratama","Klinik Permata Hati Bunda","JL KARANG SATRIA NO 28 "
JAWA BARAT,"Klinik Pratama","Klinik Cahaya Agung","RY SKTANI TAMB KP BALONG GUBUG"
JAWA BARAT,"Klinik Pratama","Klinik Cava Medika Pondok Ungu","JL RAYA AMBASADOR,PERUM PONDOK"
JAWA BARAT,"Klinik Pratama","Klinik Nayaka Husada 06","JLN. KP WATES RT 002 / 002"
JAWA BARAT,"Klinik Pratama","Klinik Mulya Medika ","JL RAYA JATIMULYA NO 1 "
JAWA BARAT,"Klinik Pratama","Klinik Viva Medika Bekasi","Jl Cut Mutia Blok D No 9A"
JAWA BARAT,"Klinik Pratama","Klinik Viva Medika Cikarang","Ruko Cikarang Centra City F/23"
JAWA BARAT,"Klinik Pratama","Klinik Viva Medika Tambun","S. HASANUDIN,RUKO TAMBUN RH/8"
JAWA BARAT,"Klinik Pratama","Klinik Mitra Sehat Kd Waringin","KP RAWA KUDA DESA KARANG HARUM"
JAWA BARAT,"Klinik Pratama","Klinik Kemala 2 ","PERUM MUTIARA BEKASI JAYA P4/5"
JAWA BARAT,"Klinik Pratama","Klinik Indofarma ","JL INDOFARMA NO 1 DESA GANDASA"
JAWA BARAT,"Klinik Pratama","Klinik Putri Rahayu Medika ","JL CILEUMAHABANG RAYA/PUSPA XI"
JAWA BARAT,"Klinik Pratama","Klinik Afina","JL.IMAM BONJOL TELAGA MAS NO10"
JAWA BARAT,"Klinik Pratama","Klinik Sejahtera Medika ","RUKO PALAIS BLOK H NO 1 DELTAM"
JAWA BARAT,"Klinik Pratama","Klinik Permata Bunda Cikarang","JL. KH FUDHOLI RAYA NO 11"
JAWA BARAT,"Klinik Pratama","Klinik Az Zahra Nurfalah","JL. INDUSTRI WARUNG KOBAK"
JAWA BARAT,"Klinik Pratama","Klinik Pratama Nurjanah Ridwan","Jl Patriot Raya 2 Setia Mekar"
JAWA BARAT,"Klinik Pratama","Klinik Mora Medika ","JL. TAMAN PURI CENDANA A1/1"
JAWA BARAT,"Klinik Pratama","Klinik PT. Epson","Kawasan Industri EJIP Plot 4E "
JAWA BARAT,"Klinik Pratama","Klinik Amanah Bunda Medika ","KP PULO SEMUT RT 001/006 NO 37"
JAWA BARAT,"Klinik Pratama","Klinik Ojaya","PONDOK UNGU PERMAI AL 2 NO 16 "
JAWA BARAT,"Klinik Pratama","Klinik Siti Zachroh","PERUM GRAND RESIDENCE RR 100"
JAWA BARAT,"Klinik Pratama","Siloam Clinic Jababeka","Ruko Metro Jababeka II No 6"
JAWA BARAT,"Klinik Pratama","KLINIK MULTAZAM MEDIKA","Jl. Raya Cibarusah"
JAWA BARAT,"Klinik Pratama","Klinik Sri Hasanah Medika","KP CIRENDEU"
JAWA BARAT,"Klinik Pratama","Siloam Clinic Robson","JL MH THAMRIN RUKO ROBSON BLOK"
JAWA BARAT,"Klinik Pratama","Siloam Clinic Jababeka","JL. SENTRA NIAGA RUKO METRO"
JAWA BARAT,"Klinik Pratama","President Clinic","Jl Kihajar Dewantara No 81-83"
JAWA BARAT,"Klinik Pratama","Klinik Dwi Ananda","JL. RAYA KARANG BAHAGIA NO.152"
JAWA BARAT,"Klinik Pratama","KLINIK SATRIA MEKAR","KP. PISANG NO 7 013/007 "
JAWA BARAT,"Klinik Pratama","Klinik Baby Medical Center","Villa Mutiara Gading III F"
JAWA BARAT,"Klinik Pratama","Klinik Sabrina","JL. RAYA PULE DES. KARANGSETIA"
JAWA BARAT,"Klinik Pratama","Klinik Khanza Medika","PERUM KOTA SERANG BARU B72 NO."
JAWA BARAT,"Klinik Pratama","Klinik Cahaya Medika","KP. RAWA JULANG"
JAWA BARAT,"Klinik Pratama","Klinik Sri Adika","Jl. Raya Sukatani No 28"
JAWA BARAT,"Klinik Pratama","Klinik Mitrasana Mega Regency","Perum Mega Regency Blok A 09"
JAWA BARAT,"Klinik Pratama","Klinik Dokter Keluarga","Jl. Telaga Asih No 100"
JAWA BARAT,"Klinik Pratama","Klinik Ghaisan Medical Center","Kp. Turi "
JAWA BARAT,"Klinik Pratama","Klinik Arief Medika","Jl. Raya Sumbersari"
JAWA BARAT,"Klinik Pratama","KLINIK MITRASANA MEGA REGENCY","PERUM MEGA REGENCY BLOK A NO 0"
JAWA BARAT,"Klinik Pratama","KLINIK SRI ADIKA","KP SRENGSENG JAYA DS SUKADARMA"
JAWA BARAT,"Klinik Pratama","KLINIK GHAISAN MEDICAL CENTER","JL KP TURI PINGGIR KALI"
JAWA BARAT,"Klinik Pratama","KLINIK DOKTER KELUARGA","JL. TELAGA ASIH RAYA NO. 100 "
JAWA BARAT,"Klinik Pratama","Klinik Arief Medika","KP BOJONG SARI  005/001 DS. SU"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA PASADENA","JALAN TARUM BARAT BLOK Q1 NO 2"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA SUKARESMI","JL. CIKARANG-CIBARUSAH, KP LEU"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA BOSIH","JL. H. BOSIH RAYA NO. 8D/E WAN"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA JATIMULYA","JLN KOMPLEK RUKO JATIMULYA PER"
JAWA BARAT,"Klinik Pratama","KLINIK KIMIA FARMA PILARMAS","JALAN KI HAJAR DEWANTARA NO. 1"
JAWA BARAT,"Klinik Pratama","KLINIK FEBRI MEDIKA","PERUM GRAHA PEMDA SUKADAMI BLO"
JAWA BARAT,"Klinik Pratama","KLINIK EDELWEIS METLAND TAMBUN","JALAN KALIMAYA I BLOK B1 NO.16"
JAWA BARAT,"Klinik Pratama","KLINIK MITRASANA PONDOK TIMUR","JL. PONDOK TIMUR INDAH BLOK G/"
JAWA BARAT,"Klinik Pratama","KLINIK BERKAH PURI NIRWANA","PURI NIRWANA RESIDENCE"
JAWA BARAT,"Klinik Pratama","KLINIK SARI MEDIKA","JL. BOULEVAR VILA BEKASI INDAH"
JAWA BARAT,"Klinik Pratama","KLINIK NAYAKA HUSADA 07","JL. H. BOSIH RT 03/012"
JAWA BARAT,"Klinik Pratama","KLINIK SRITINA 2","JL. SELANG WANAJAYA RUKO CASSA"
JAWA BARAT,"Klinik Pratama","KLINIK SHINTA MEDIKA","JALAN ANGGREK I"
JAWA BARAT,"Klinik Pratama","KLINIK UTAMA RIDHO","JL. RAYA B. BOSIH NO.18"
JAWA BARAT,"Klinik Pratama","KLINIK PUTRA MEDIKA 4","KP TEMBONG GUNUNG "
JAWA BARAT,"Klinik Pratama","KLINIK KEMALA 3","RUKO JABABEKA GREEN MARKET, JL. DR. CIPTO MANGUNKUSUMO BLOK B11-12"
JAWA BARAT,"Klinik Pratama","KLINIK SASANTI","GRIYA ASRI BAHAGIA BLOKH11/12A"
JAWA BARAT,"Klinik Pratama","KLINIK CEMERLANG SEHAT MANDIRI","JL. APEL RAYA BLOK A2 NO.2&4 "
JAWA BARAT,"Klinik Pratama","KLINIK IMANI SETU","JL. RAYA LETJEN R. SUPRAPTO"
JAWA BARAT,"Klinik Pratama","KLINIK MARRAKASH MEDICAL CENTE","TAMAN WISATA BLOK E 20 NO 3"
JAWA BARAT,"Klinik Pratama","KLINIK DOKTER LUTHFIA","PERUMAHAN KOTA DAMAI LESTARI B"
